timestamp,air_temp_c,soil_umid_pct,solar_rad_w_m2
2026-03-01 00:00:00,25.496714153011233,34.296157364366984,0.0
2026-03-01 00:15:00,25.538285897306107,33.471463996169746,27.46949577739163
2026-03-01 00:30:00,26.997688676633594,32.45353868860618,90.79681324742076
2026-03-01 00:45:00,28.5402936249368,34.19054875978317,142.65439394478938
2026-03-01 01:00:00,27.44113001056887,35.545103277631824,165.02639208426442
2026-03-01 01:15:00,28.08690668894294,36.47384569693292,167.81656221467
2026-03-01 01:30:00,30.530798200808945,34.29208920496525,282.719678407736
2026-03-01 01:45:00,30.3314539057806,34.725135708647485,374.7905067264232
2026-03-01 02:00:00,29.686064185835264,33.86231750146743,345.03423347024284
2026-03-01 02:15:00,31.265993005419404,35.83705107658365,458.65874877025624
2026-03-01 02:30:00,30.801682305547402,34.40607582141041,596.2214210843374
2026-03-01 02:45:00,31.31232776489537,37.470050508552646,593.3974292398623
2026-03-01 03:00:00,32.501917190797336,32.98976972186466,662.9734689945311
2026-03-01 03:15:00,30.79530368456785,36.09570793131954,636.243108184688
2026-03-01 03:30:00,31.396970895289083,37.68524178284601,708.1265893734912
2026-03-01 03:45:00,32.93568783655617,37.732122851949974,643.6397927403825
2026-03-01 04:00:00,32.822289324125805,43.044025124462046,674.5926222057191
2026-03-01 04:15:00,34.44602634544019,38.661794117467814,593.5853107207193
2026-03-01 04:30:00,33.47856757195029,36.26765929317612,810.2346054998353
2026-03-01 04:45:00,33.18608698048385,38.406315618366065,844.8874535365253
2026-03-01 05:00:00,36.23185432602242,35.37265513201197,753.6375823007058
2026-03-01 05:15:00,34.66349096931564,39.09677744475335,778.4437962643123
2026-03-01 05:30:00,35.03454010029015,37.92809425836133,759.6678459636302
2026-03-01 05:45:00,33.57433498731621,41.76307588208671,819.0593314562483
2026-03-01 06:00:00,34.44095141398605,39.17161399373602,855.0733583460611
2026-03-01 06:15:00,35.03675038454192,40.37432147870309,706.9276248925124
2026-03-01 06:30:00,33.66984324999925,39.671110936582785,806.1388727258375
2026-03-01 06:45:00,35.04654037063374,44.74998492448075,759.833799597088
2026-03-01 07:00:00,33.87589302190922,40.95402211844408,763.7922565445765
2026-03-01 07:15:00,33.94710157531959,45.578531248783854,762.053326092744
2026-03-01 07:30:00,33.35701599535748,43.84986205600605,707.2876866683094
2026-03-01 07:45:00,35.48987516338277,43.48365317232281,685.8284156396177
2026-03-01 08:00:00,33.263392756830974,43.543401621446954,651.4574401477805
2026-03-01 08:15:00,31.820543609010315,43.86708747006506,678.7761731267115
2026-03-01 08:30:00,33.266062287725894,39.483593635252255,616.419388056191
2026-03-01 08:45:00,30.7538270064968,43.02531740111571,569.0028294042938
2026-03-01 09:00:00,31.682726442823032,45.501126218006824,454.36144177084805
2026-03-01 09:15:00,28.98371875325112,43.92327914192963,456.542123009814
2026-03-01 09:30:00,29.057493566710612,41.40253067447609,475.7878272656822
2026-03-01 09:45:00,30.00015197472252,44.28063286901045,386.14808776446773
2026-03-01 10:00:00,29.93735759559806,47.94608813086577,368.8878547276688
2026-03-01 10:15:00,28.74661835942037,47.16330125623387,374.3455962748137
2026-03-01 10:30:00,27.81957744865111,44.655752694625996,286.74836194358875
2026-03-01 10:45:00,26.980647158922572,46.770999134371635,187.1979852459361
2026-03-01 11:00:00,25.139297975160222,44.20111857197153,103.8761387324254
2026-03-01 11:15:00,25.226631286740904,41.569811048479856,0.0
2026-03-01 11:30:00,24.81015507580156,43.14923445485731,13.244261617265167
2026-03-01 11:45:00,25.650993524956785,48.12165232222697,0.0
2026-03-01 12:00:00,24.262428105329043,44.42270362211319,19.518309719768784
2026-03-01 12:15:00,21.48566267892196,44.43595888308665,0.0
2026-03-01 12:30:00,22.910705056397738,44.252529348716294,0.0
2026-03-01 12:45:00,21.550516250945893,48.567722822723795,0.0
2026-03-01 13:00:00,20.6216964462949,47.89680142980808,0.0
2026-03-01 13:15:00,21.29027605185741,48.946593068014806,23.832552040027874
2026-03-01 13:30:00,21.109383208605877,44.034428759480754,85.79538155663472
2026-03-01 13:45:00,20.432000796014652,44.76730952921359,0.0
2026-03-01 14:00:00,18.109040324839707,40.94718022968664,16.390553678706166
2026-03-01 14:15:00,18.11431445782814,46.72049866855327,47.62390784764027
