timestamp,air_temp_c,soil_umid_pct,solar_rad_w_m2,temp_media_diaria,umid_media_diaria
2026-03-01 00:00:00,25.496714153011236,34.296157364366984,0.0,25.496714153011236,34.296157364366984
2026-03-01 00:15:00,25.538285897306107,33.471463996169746,27.46949577739163,25.51750002515867,33.88381068026837
2026-03-01 00:30:00,26.997688676633597,32.45353868860618,90.79681324742076,26.010896242316978,33.4070533497143
2026-03-01 00:45:00,28.5402936249368,34.19054875978317,142.65439394478938,26.643245587971936,33.60292720223152
2026-03-01 01:00:00,27.44113001056887,35.545103277631824,165.02639208426442,26.80282247249132,33.99136241731158
2026-03-01 01:15:00,28.08690668894294,36.47384569693292,167.81656221467,27.016836508566595,34.405109630581805
2026-03-01 01:30:00,30.530798200808945,34.29208920496525,282.719678407736,27.518831036029784,34.38896385549372
2026-03-01 01:45:00,30.3314539057806,34.725135708647485,374.7905067264232,27.870408894748635,34.43098533713795
2026-03-01 02:00:00,29.686064185835264,33.86231750146743,345.03423347024284,28.07214837153604,34.36780002206345
2026-03-01 02:15:00,31.265993005419404,35.83705107658365,458.6587487702562,28.391532834924373,34.51472512751546
2026-03-01 02:30:00,30.8016823055474,34.40607582141041,596.2214210843374,28.610637332253745,34.50484791786955
2026-03-01 02:45:00,31.31232776489537,37.470050508552646,593.3974292398623,28.835778201640547,34.751948133759804
2026-03-01 03:00:00,32.501917190797336,32.98976972186466,662.9734689945311,29.117788893114145,34.61639594822941
2026-03-01 03:15:00,30.79530368456785,36.09570793131954,636.243108184688,29.23761137821798,34.72206108987871
2026-03-01 03:30:00,31.396970895289083,37.68524178284601,708.1265893734912,29.381568679356054,34.91960646940986
2026-03-01 03:45:00,32.93568783655617,37.73212285194997,643.6397927403825,29.60370112668106,35.095388743318615
2026-03-01 04:00:00,32.822289324125805,43.044025124462046,674.5926222057191,29.79302984417781,35.562955589268235
2026-03-01 04:15:00,34.44602634544019,38.66179411746781,593.5853107207193,30.0515296498035,35.73511328527932
2026-03-01 04:30:00,33.47856757195029,36.26765929317612,810.2346054998353,30.231900066758595,35.763142022537046
2026-03-01 04:45:00,33.18608698048385,38.40631561836607,844.8874535365253,30.379609412444854,35.8953007023285
